x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,y,x1sq,x5sq,x6sq,x8sq,x11sq,x12sqrt,x13sq
0.24522,0,9.9,0,0.544,5.782,71.7,4.0317,4,304,18.4,396.9,15.94,19.8,0.0601328484,0.295936,33.431524,16.25460489,338.56,19.9223492591,254.0836
0.40202,0,9.9,0,0.544,6.382,67.2,3.5325,4,304,18.4,395.21,10.36,23.1,0.1616200804,0.295936,40.729924,12.47855625,338.56,19.8798893357,107.3296
0.47547,0,9.9,0,0.544,6.113,58.8,4.0019,4,304,18.4,396.23,12.73,21,0.2260717209,0.295936,37.368769,16.01520361,338.56,19.9055268707,162.0529
0.1676,0,7.38,0,0.493,6.426,52.3,4.5404,5,287,19.6,396.9,7.2,23.8,0.02808976,0.243049,41.293476,20.61523216,384.16,19.9223492591,51.84
0.18159,0,7.38,0,0.493,6.376,54.3,4.5404,5,287,19.6,396.9,6.87,23.1,0.0329749281,0.243049,40.653376,20.61523216,384.16,19.9223492591,47.1969
0.35114,0,7.38,0,0.493,6.041,49.9,4.7211,5,287,19.6,396.9,7.7,20.4,0.1232992996,0.243049,36.493681,22.28878521,384.16,19.9223492591,59.29
0.28392,0,7.38,0,0.493,5.708,74.3,4.7211,5,287,19.6,391.13,11.74,18.5,0.0806105664,0.243049,32.581264,22.28878521,384.16,19.7770068514,137.8276
0.34109,0,7.38,0,0.493,6.415,40.1,4.7211,5,287,19.6,396.9,6.12,25,0.1163423881,0.243049,41.152225,22.28878521,384.16,19.9223492591,37.4544
0.19186,0,7.38,0,0.493,6.431,14.7,5.4159,5,287,19.6,393.68,5.08,24.6,0.0368102596,0.243049,41.357761,29.33197281,384.16,19.8413709204,25.8064
0.30347,0,7.38,0,0.493,6.312,28.9,5.4159,5,287,19.6,396.9,6.15,23,0.0920940409,0.243049,39.841344,29.33197281,384.16,19.9223492591,37.8225
0.24103,0,7.38,0,0.493,6.083,43.7,5.4159,5,287,19.6,396.9,12.79,22.2,0.0580954609,0.243049,37.002889,29.33197281,384.16,19.9223492591,163.5841
0.06617,0,3.24,0,0.46,5.868,25.8,5.2146,4,430,16.9,382.44,9.97,19.3,0.0043784689,0.2116,34.433424,27.19205316,285.61,19.5560732255,99.4009
0.06724,0,3.24,0,0.46,6.333,17.2,5.2146,4,430,16.9,375.21,7.34,22.6,0.0045212176,0.2116,40.106889,27.19205316,285.61,19.3703381488,53.8756
0.04544,0,3.24,0,0.46,6.144,32.2,5.8736,4,430,16.9,368.57,9.09,19.8,0.0020647936,0.2116,37.748736,34.49917696,285.61,19.1981769968,82.6281
0.05023,35,6.06,0,0.4379,5.706,28.4,6.6407,1,304,16.9,394.02,12.43,17.1,0.0025230529,0.19175641,32.558436,44.09889649,285.61,19.8499370276,154.5049
0.03466,35,6.06,0,0.4379,6.031,23.3,6.6407,1,304,16.9,362.25,7.83,19.4,0.0012013156,0.19175641,36.372961,44.09889649,285.61,19.0328663107,61.3089
0.05083,0,5.19,0,0.515,6.316,38.1,6.4584,5,224,20.2,389.71,5.68,22.2,0.0025836889,0.265225,39.891856,41.71093056,408.04,19.7410739323,32.2624
0.03738,0,5.19,0,0.515,6.31,38.5,6.4584,5,224,20.2,389.4,6.75,20.7,0.0013972644,0.265225,39.8161,41.71093056,408.04,19.7332207204,45.5625
0.03961,0,5.19,0,0.515,6.037,34.5,5.9853,5,224,20.2,396.9,8.01,21.1,0.0015689521,0.265225,36.445369,35.82381609,408.04,19.9223492591,64.1601
0.03427,0,5.19,0,0.515,5.869,46.3,5.2311,5,224,20.2,396.9,9.8,19.5,0.0011744329,0.265225,34.445161,27.36440721,408.04,19.9223492591,96.04
0.03041,0,5.19,0,0.515,5.895,59.6,5.615,5,224,20.2,394.81,10.56,18.5,0.0009247681,0.265225,34.751025,31.528225,408.04,19.8698263707,111.5136
0.03306,0,5.19,0,0.515,6.059,37.3,4.8122,5,224,20.2,396.14,8.51,20.6,0.0010929636,0.265225,36.711481,23.15726884,408.04,19.9032660636,72.4201
0.05497,0,5.19,0,0.515,5.985,45.4,4.8122,5,224,20.2,396.9,9.74,19,0.0030217009,0.265225,35.820225,23.15726884,408.04,19.9223492591,94.8676
0.06151,0,5.19,0,0.515,5.968,58.5,4.8122,5,224,20.2,396.9,9.29,18.7,0.0037834801,0.265225,35.617024,23.15726884,408.04,19.9223492591,86.3041
0.01301,35,1.52,0,0.442,7.241,49.3,7.0379,1,284,15.5,394.74,5.49,32.7,0.0001692601,0.195364,52.432081,49.53203641,240.25,19.8680648278,30.1401
0.02498,0,1.89,0,0.518,6.54,59.7,6.2669,1,422,15.9,389.96,8.65,16.5,0.0006240004,0.268324,42.7716,39.27403561,252.81,19.7474048928,74.8225
0.02543,55,3.78,0,0.484,6.696,56.4,5.7321,5,370,17.6,396.9,7.18,23.9,0.0006466849,0.234256,44.836416,32.85697041,309.76,19.9223492591,51.5524
0.03049,55,3.78,0,0.484,6.874,28.1,6.4654,5,370,17.6,387.97,4.61,31.2,0.0009296401,0.234256,47.251876,41.80139716,309.76,19.6969540792,21.2521
0.03113,0,4.39,0,0.442,6.014,48.5,8.0136,3,352,18.8,385.64,10.53,17.5,0.0009690769,0.195364,36.168196,64.21778496,353.44,19.6377188085,110.8809
0.06162,0,4.39,0,0.442,5.898,52.3,8.0136,3,352,18.8,364.61,12.67,17.2,0.0037970244,0.195364,34.786404,64.21778496,353.44,19.0947636801,160.5289
0.0187,85,4.15,0,0.429,6.516,27.7,8.5353,4,351,17.9,392.43,6.36,23.1,0.00034969,0.184041,42.458256,72.85134609,320.41,19.8098460368,40.4496
0.01501,80,2.01,0,0.435,6.635,29.7,8.344,4,280,17,390.94,5.99,24.5,0.0002253001,0.189225,44.023225,69.622336,289,19.7722027099,35.8801
0.02899,40,1.25,0,0.429,6.939,34.5,8.7921,1,335,19.7,389.85,5.89,26.6,0.0008404201,0.184041,48.149721,77.30102241,388.09,19.7446195203,34.6921
0.06211,40,1.25,0,0.429,6.49,44.4,8.7921,1,335,19.7,396.9,5.98,22.9,0.0038576521,0.184041,42.1201,77.30102241,388.09,19.9223492591,35.7604
0.0795,60,1.69,0,0.411,6.579,35.9,10.7103,4,411,18.3,370.78,5.49,24.1,0.00632025,0.168921,43.283241,114.71052609,334.89,19.2556485219,30.1401
0.07244,60,1.69,0,0.411,5.884,18.5,10.7103,4,411,18.3,392.33,7.79,18.6,0.0052475536,0.168921,34.621456,114.71052609,334.89,19.8073218785,60.6841
0.01709,90,2.02,0,0.41,6.728,36.1,12.1265,5,187,17,384.46,4.5,30.1,0.0002920681,0.1681,45.265984,147.05200225,289,19.6076515677,20.25
0.04301,80,1.91,0,0.413,5.663,21.9,10.5857,4,334,22,382.8,8.05,18.2,0.0018498601,0.170569,32.069569,112.05704449,484,19.5652753622,64.8025
0.10659,80,1.91,0,0.413,5.936,19.5,10.5857,4,334,22,376.04,5.57,20.6,0.0113614281,0.170569,35.236096,112.05704449,484,19.3917508235,31.0249
8.98296,0,18.1,1,0.77,6.212,97.4,2.1222,24,666,20.2,377.73,17.6,17.8,80.6935703616,0.5929,38.588944,4.50373284,408.04,19.4352772041,309.76
3.8497,0,18.1,1,0.77,6.395,91,2.5052,24,666,20.2,391.34,13.27,21.7,14.82019009,0.5929,40.896025,6.27602704,408.04,19.7823153347,176.0929
5.20177,0,18.1,1,0.77,6.127,83.4,2.7227,24,666,20.2,395.43,11.48,22.7,27.0584111329,0.5929,37.540129,7.41309529,408.04,19.8854217959,131.7904
4.26131,0,18.1,0,0.77,6.112,81.3,2.5091,24,666,20.2,390.74,12.67,22.6,18.1587629161,0.5929,37.356544,6.29558281,408.04,19.7671444574,160.5289
4.54192,0,18.1,0,0.77,6.398,88,2.5182,24,666,20.2,374.56,7.79,25,20.6290372864,0.5929,40.934404,6.34133124,408.04,19.3535526454,60.6841
3.83684,0,18.1,0,0.77,6.251,91.1,2.2955,24,666,20.2,350.65,14.19,19.9,14.7213411856,0.5929,39.075001,5.26932025,408.04,18.7256508565,201.3561
3.67822,0,18.1,0,0.77,5.362,96.2,2.1036,24,666,20.2,380.79,10.19,20.8,13.5293023684,0.5929,28.751044,4.42513296,408.04,19.5138412415,103.8361
4.22239,0,18.1,1,0.77,5.803,89,1.9047,24,666,20.2,353.04,14.64,16.8,17.8285773121,0.5929,33.674809,3.62788209,408.04,18.7893586905,214.3296
3.47428,0,18.1,1,0.718,8.78,82.9,1.9047,24,666,20.2,354.55,5.29,21.9,12.0706215184,0.515524,77.0884,3.62788209,408.04,18.8294981346,27.9841
4.55587,0,18.1,0,0.718,3.561,87.9,1.6132,24,666,20.2,354.7,7.12,27.5,20.7559514569,0.515524,12.680721,2.60241424,408.04,18.8334808254,50.6944
3.69695,0,18.1,0,0.718,4.963,91.4,1.7523,24,666,20.2,316.03,14,21.9,13.6674393025,0.515524,24.631369,3.07055529,408.04,17.7772326305,196
13.5222,0,18.1,0,0.631,3.863,100,1.5106,24,666,20.2,131.42,13.33,23.1,182.84989284,0.398161,14.922769,2.28191236,408.04,11.4638562447,177.6889
4.89822,0,18.1,0,0.631,4.97,100,1.3325,24,666,20.2,375.52,3.26,50,23.9925591684,0.398161,24.7009,1.77555625,408.04,19.3783384221,10.6276
5.66998,0,18.1,1,0.631,6.683,96.8,1.3567,24,666,20.2,375.33,3.73,50,32.1486732004,0.398161,44.662489,1.84063489,408.04,19.3734354207,13.9129
6.53876,0,18.1,1,0.631,7.016,97.5,1.2024,24,666,20.2,392.05,2.96,50,42.7553823376,0.398161,49.224256,1.44576576,408.04,19.8002525236,8.7616
9.2323,0,18.1,0,0.631,6.216,100,1.1691,24,666,20.2,366.15,9.53,50,85.23536329,0.398161,38.638656,1.36679481,408.04,19.1350463809,90.8209
8.26725,0,18.1,1,0.668,5.875,89.6,1.1296,24,666,20.2,347.88,8.88,50,68.3474225625,0.446224,34.515625,1.27599616,408.04,18.6515414913,78.8544
11.1081,0,18.1,0,0.668,4.906,100,1.1742,24,666,20.2,396.9,34.77,13.8,123.38988561,0.446224,24.068836,1.37874564,408.04,19.9223492591,1208.9529
18.4982,0,18.1,0,0.668,4.138,100,1.137,24,666,20.2,396.9,37.97,13.8,342.18340324,0.446224,17.123044,1.292769,408.04,19.9223492591,1441.7209
19.6091,0,18.1,0,0.671,7.313,97.9,1.3163,24,666,20.2,396.9,13.44,15,384.51680281,0.450241,53.479969,1.73264569,408.04,19.9223492591,180.6336
15.288,0,18.1,0,0.671,6.649,93.3,1.3449,24,666,20.2,363.02,23.24,13.9,233.722944,0.450241,44.209201,1.80875601,408.04,19.0530837399,540.0976
9.82349,0,18.1,0,0.671,6.794,98.8,1.358,24,666,20.2,396.9,21.24,13.3,96.5009557801,0.450241,46.158436,1.844164,408.04,19.9223492591,451.1376
23.6482,0,18.1,0,0.671,6.38,96.2,1.3861,24,666,20.2,396.9,23.69,13.1,559.23736324,0.450241,40.7044,1.92127321,408.04,19.9223492591,561.2161
17.8667,0,18.1,0,0.671,6.223,100,1.3861,24,666,20.2,393.74,21.78,10.2,319.21896889,0.450241,38.725729,1.92127321,408.04,19.8428828551,474.3684
88.9762,0,18.1,0,0.671,6.968,91.9,1.4165,24,666,20.2,396.9,17.21,10.4,7916.76416644,0.450241,48.553024,2.00647225,408.04,19.9223492591,296.1841
15.8744,0,18.1,0,0.671,6.545,99.1,1.5192,24,666,20.2,396.9,21.08,10.9,251.99657536,0.450241,42.837025,2.30796864,408.04,19.9223492591,444.3664
9.18702,0,18.1,0,0.7,5.536,100,1.5804,24,666,20.2,396.9,23.6,11.3,84.4013364804,0.49,30.647296,2.49766416,408.04,19.9223492591,556.96
7.99248,0,18.1,0,0.7,5.52,100,1.5331,24,666,20.2,396.9,24.56,12.3,63.8797365504,0.49,30.4704,2.35039561,408.04,19.9223492591,603.1936
20.0849,0,18.1,0,0.7,4.368,91.2,1.4395,24,666,20.2,285.83,30.63,8.8,403.40320801,0.49,19.079424,2.07216025,408.04,16.9065076228,938.1969
16.8118,0,18.1,0,0.7,5.277,98.1,1.4261,24,666,20.2,396.9,30.81,7.2,282.63661924,0.49,27.846729,2.03376121,408.04,19.9223492591,949.2561
24.3938,0,18.1,0,0.7,4.652,100,1.4672,24,666,20.2,396.9,28.28,10.5,595.05747844,0.49,21.641104,2.15267584,408.04,19.9223492591,799.7584
22.5971,0,18.1,0,0.7,5,89.5,1.5184,24,666,20.2,396.9,31.99,7.4,510.62892841,0.49,25,2.30553856,408.04,19.9223492591,1023.3601
14.3337,0,18.1,0,0.7,4.88,100,1.5895,24,666,20.2,372.92,30.62,10.2,205.45495569,0.49,23.8144,2.52651025,408.04,19.3111366833,937.5844
8.15174,0,18.1,0,0.7,5.39,98.9,1.7281,24,666,20.2,396.9,20.85,11.5,66.4508650276,0.49,29.0521,2.98632961,408.04,19.9223492591,434.7225
6.96215,0,18.1,0,0.7,5.713,97,1.9265,24,666,20.2,394.43,17.11,15.1,48.4715326225,0.49,32.638369,3.71140225,408.04,19.8602618311,292.7521
5.29305,0,18.1,0,0.7,6.051,82.5,2.1678,24,666,20.2,378.38,18.76,23.2,28.0163783025,0.49,36.614601,4.69935684,408.04,19.4519921859,351.9376
11.5779,0,18.1,0,0.7,5.036,97,1.77,24,666,20.2,396.9,25.68,9.7,134.04776841,0.49,25.361296,3.1329,408.04,19.9223492591,659.4624
8.64476,0,18.1,0,0.693,6.193,92.6,1.7912,24,666,20.2,396.9,15.17,13.8,74.7318754576,0.480249,38.353249,3.20839744,408.04,19.9223492591,230.1289
13.3598,0,18.1,0,0.693,5.887,94.7,1.7821,24,666,20.2,396.9,16.35,12.7,178.48425604,0.480249,34.656769,3.17588041,408.04,19.9223492591,267.3225
8.71675,0,18.1,0,0.693,6.471,98.8,1.7257,24,666,20.2,391.98,17.12,13.1,75.9817305625,0.480249,41.873841,2.97804049,408.04,19.7984847905,293.0944
5.87205,0,18.1,0,0.693,6.405,96,1.6768,24,666,20.2,396.9,19.37,12.5,34.4809712025,0.480249,41.024025,2.81165824,408.04,19.9223492591,375.1969
7.67202,0,18.1,0,0.693,5.747,98.9,1.6334,24,666,20.2,393.1,19.92,8.5,58.8598908804,0.480249,33.028009,2.66799556,408.04,19.8267496075,396.8064
38.3518,0,18.1,0,0.693,5.453,100,1.4896,24,666,20.2,396.9,30.59,5,1470.86056324,0.480249,29.735209,2.21890816,408.04,19.9223492591,935.7481
9.91655,0,18.1,0,0.693,5.852,77.8,1.5004,24,666,20.2,338.16,29.97,6.3,98.3379639025,0.480249,34.245904,2.25120016,408.04,18.3891272224,898.2009
25.0461,0,18.1,0,0.693,5.987,100,1.5888,24,666,20.2,396.9,26.77,5.6,627.30712521,0.480249,35.844169,2.52428544,408.04,19.9223492591,716.6329
14.2362,0,18.1,0,0.693,6.343,100,1.5741,24,666,20.2,396.9,20.32,7.2,202.66939044,0.480249,40.233649,2.47779081,408.04,19.9223492591,412.9024
9.59571,0,18.1,0,0.693,6.404,100,1.639,24,666,20.2,376.11,20.31,12.1,92.0776504041,0.480249,41.011216,2.686321,408.04,19.3935556307,412.4961
24.8017,0,18.1,0,0.693,5.349,96,1.7028,24,666,20.2,396.9,19.77,8.3,615.12432289,0.480249,28.611801,2.89952784,408.04,19.9223492591,390.8529
41.5292,0,18.1,0,0.693,5.531,85.4,1.6074,24,666,20.2,329.46,27.38,8.5,1724.67445264,0.480249,30.591961,2.58373476,408.04,18.1510330285,749.6644
67.9208,0,18.1,0,0.693,5.683,100,1.4254,24,666,20.2,384.97,22.98,5,4613.23507264,0.480249,32.296489,2.03176516,408.04,19.6206523847,528.0804
20.7162,0,18.1,0,0.659,4.138,100,1.1781,24,666,20.2,370.22,23.34,11.9,429.16094244,0.434281,17.123044,1.38791961,408.04,19.2411018396,544.7556
11.9511,0,18.1,0,0.659,5.608,100,1.2852,24,666,20.2,332.09,12.13,27.9,142.82879121,0.434281,31.449664,1.65173904,408.04,18.2233366868,147.1369
7.40389,0,18.1,0,0.597,5.617,97.9,1.4547,24,666,20.2,314.64,26.4,17.2,54.8175871321,0.356409,31.550689,2.11615209,408.04,17.7380945989,696.96
14.4383,0,18.1,0,0.597,6.852,100,1.4655,24,666,20.2,179.36,19.78,27.5,208.46450689,0.356409,46.949904,2.14769025,408.04,13.3925352342,391.2484
51.1358,0,18.1,0,0.597,5.757,100,1.413,24,666,20.2,2.6,10.11,15,2614.87004164,0.356409,33.143049,1.996569,408.04,1.6124515497,102.2121
14.0507,0,18.1,0,0.597,6.657,100,1.5275,24,666,20.2,35.05,21.22,17.2,197.42217049,0.356409,44.315649,2.33325625,408.04,5.9203040462,450.2884
18.811,0,18.1,0,0.597,4.628,100,1.5539,24,666,20.2,28.79,34.37,17.9,353.853721,0.356409,21.418384,2.41460521,408.04,5.3656313701,1181.2969
28.6558,0,18.1,0,0.597,5.155,100,1.5894,24,666,20.2,210.97,20.08,16.3,821.15487364,0.356409,26.574025,2.52619236,408.04,14.524806367,403.2064
45.7461,0,18.1,0,0.693,4.519,100,1.6582,24,666,20.2,88.27,36.98,7,2092.70566521,0.480249,20.421361,2.74962724,408.04,9.3952115463,1367.5204
18.0846,0,18.1,0,0.679,6.434,100,1.8347,24,666,20.2,27.25,29.05,7.2,327.05275716,0.461041,41.396356,3.36612409,408.04,5.2201532545,843.9025
10.8342,0,18.1,0,0.679,6.782,90.8,1.8195,24,666,20.2,21.57,25.79,7.5,117.37988964,0.461041,45.995524,3.31058025,408.04,4.6443514079,665.1241
25.9406,0,18.1,0,0.679,5.304,89.1,1.6475,24,666,20.2,127.36,26.64,10.4,672.91472836,0.461041,28.132416,2.71425625,408.04,11.2853887837,709.6896
73.5341,0,18.1,0,0.679,5.957,100,1.8026,24,666,20.2,16.45,20.62,8.8,5407.26386281,0.461041,35.485849,3.24936676,408.04,4.0558599581,425.1844
11.8123,0,18.1,0,0.718,6.824,76.5,1.794,24,666,20.2,48.45,22.74,8.4,139.53043129,0.515524,46.566976,3.218436,408.04,6.9606034221,517.1076
11.0874,0,18.1,0,0.718,6.411,100,1.8589,24,666,20.2,318.75,15.02,16.7,122.93043876,0.515524,41.100921,3.45550921,408.04,17.8535710714,225.6004
7.02259,0,18.1,0,0.718,6.006,95.3,1.8746,24,666,20.2,319.98,15.7,14.2,49.3167703081,0.515524,36.072036,3.51412516,408.04,17.8879847943,246.49
12.0482,0,18.1,0,0.614,5.648,87.6,1.9512,24,666,20.2,291.55,14.1,20.8,145.15912324,0.376996,31.899904,3.80718144,408.04,17.0748352847,198.81
7.05042,0,18.1,0,0.614,6.103,85.1,2.0218,24,666,20.2,2.52,23.29,13.4,49.7084221764,0.376996,37.246609,4.08767524,408.04,1.5874507866,542.4241
8.79212,0,18.1,0,0.584,5.565,70.6,2.0635,24,666,20.2,3.65,17.16,11.7,77.3013740944,0.341056,30.969225,4.25803225,408.04,1.9104973175,294.4656
15.8603,0,18.1,0,0.679,5.896,95.4,1.9096,24,666,20.2,7.68,24.39,8.3,251.54911609,0.461041,34.762816,3.64657216,408.04,2.7712812921,594.8721
12.2472,0,18.1,0,0.584,5.837,59.7,1.9976,24,666,20.2,24.65,15.69,10.2,149.99390784,0.341056,34.070569,3.99040576,408.04,4.9648766349,246.1761
37.6619,0,18.1,0,0.679,6.202,78.7,1.8629,24,666,20.2,18.82,14.52,10.9,1418.41871161,0.461041,38.464804,3.47039641,408.04,4.3382023927,210.8304
7.36711,0,18.1,0,0.679,6.193,78.1,1.9356,24,666,20.2,96.73,21.52,11,54.2743097521,0.461041,38.353249,3.74654736,408.04,9.8351410768,463.1104
9.33889,0,18.1,0,0.679,6.38,95.6,1.9682,24,666,20.2,60.72,24.08,9.5,87.2148664321,0.461041,40.7044,3.87381124,408.04,7.7923038955,579.8464
8.49213,0,18.1,0,0.584,6.348,86.1,2.0527,24,666,20.2,83.45,17.64,14.5,72.1162719369,0.341056,40.297104,4.21357729,408.04,9.1350971533,311.1696
10.0623,0,18.1,0,0.584,6.833,94.3,2.0882,24,666,20.2,81.33,19.69,14.1,101.24988129,0.341056,46.689889,4.36057924,408.04,9.0183146984,387.6961
6.44405,0,18.1,0,0.584,6.425,74.8,2.2004,24,666,20.2,97.95,12.03,16.1,41.5257804025,0.341056,41.280625,4.84176016,408.04,9.8969692331,144.7209
5.58107,0,18.1,0,0.713,6.436,87.9,2.3158,24,666,20.2,100.19,16.22,14.3,31.1483423449,0.508369,41.422096,5.36292964,408.04,10.0094954918,263.0884
13.9134,0,18.1,0,0.713,6.208,95,2.2222,24,666,20.2,100.63,15.17,11.7,193.58269956,0.508369,38.539264,4.93817284,408.04,10.0314505432,230.1289
11.1604,0,18.1,0,0.74,6.629,94.6,2.1247,24,666,20.2,109.85,23.27,13.4,124.55452816,0.5476,43.943641,4.51435009,408.04,10.4809350728,541.4929
14.4208,0,18.1,0,0.74,6.461,93.3,2.0026,24,666,20.2,27.49,18.05,9.6,207.95947264,0.5476,41.744521,4.01040676,408.04,5.2430906916,325.8025
15.1772,0,18.1,0,0.74,6.152,100,1.9142,24,666,20.2,9.32,26.45,8.7,230.34739984,0.5476,37.847104,3.66416164,408.04,3.0528675045,699.6025
13.6781,0,18.1,0,0.74,5.935,87.9,1.8206,24,666,20.2,68.95,34.02,8.4,187.09041961,0.5476,35.224225,3.31458436,408.04,8.3036136712,1157.3604
9.39063,0,18.1,0,0.74,5.627,93.9,1.8172,24,666,20.2,396.9,22.88,12.8,88.1839317969,0.5476,31.663129,3.30221584,408.04,19.9223492591,523.4944
22.0511,0,18.1,0,0.74,5.818,92.4,1.8662,24,666,20.2,391.45,22.11,10.5,486.25101121,0.5476,33.849124,3.48270244,408.04,19.7850954003,488.8521
9.72418,0,18.1,0,0.74,6.406,97.2,2.0651,24,666,20.2,385.96,19.52,17.1,94.5596766724,0.5476,41.036836,4.26463801,408.04,19.6458647048,381.0304
5.66637,0,18.1,0,0.74,6.219,100,2.0048,24,666,20.2,395.69,16.59,18.4,32.1077489769,0.5476,38.675961,4.01922304,408.04,19.8919581741,275.2281
9.96654,0,18.1,0,0.74,6.485,100,1.9784,24,666,20.2,386.73,18.85,15.4,99.3319195716,0.5476,42.055225,3.91406656,408.04,19.6654519399,355.3225
12.8023,0,18.1,0,0.74,5.854,96.6,1.8956,24,666,20.2,240.52,23.79,10.8,163.89888529,0.5476,34.269316,3.59329936,408.04,15.5087072317,565.9641
10.6718,0,18.1,0,0.74,6.459,94.8,1.9879,24,666,20.2,43.06,23.98,11.8,113.88731524,0.5476,41.718681,3.95174641,408.04,6.5620118866,575.0404
6.28807,0,18.1,0,0.74,6.341,96.4,2.072,24,666,20.2,318.01,17.79,14.9,39.5398243249,0.5476,40.208281,4.293184,408.04,17.832834884,316.4841
9.92485,0,18.1,0,0.74,6.251,96.6,2.198,24,666,20.2,388.52,16.44,12.6,98.5026475225,0.5476,39.075001,4.831204,408.04,19.7109106842,270.2736
9.32909,0,18.1,0,0.713,6.185,98.7,2.2616,24,666,20.2,396.9,18.13,14.1,87.0319202281,0.508369,38.254225,5.11483456,408.04,19.9223492591,328.6969
7.52601,0,18.1,0,0.713,6.417,98.3,2.185,24,666,20.2,304.21,19.31,13,56.6408265201,0.508369,41.177889,4.774225,408.04,17.4416168975,372.8761
6.71772,0,18.1,0,0.713,6.749,92.6,2.3236,24,666,20.2,0.32,17.44,13.4,45.1277619984,0.508369,45.549001,5.39911696,408.04,0.5656854249,304.1536
5.44114,0,18.1,0,0.713,6.655,98.2,2.3552,24,666,20.2,355.29,17.73,15.2,29.6060044996,0.508369,44.289025,5.54696704,408.04,18.8491379113,314.3529
5.09017,0,18.1,0,0.713,6.297,91.8,2.3682,24,666,20.2,385.09,17.27,16.1,25.9098306289,0.508369,39.652209,5.60837124,408.04,19.6237101487,298.2529
8.24809,0,18.1,0,0.713,7.393,99.3,2.4527,24,666,20.2,375.87,16.74,17.8,68.0309886481,0.508369,54.656449,6.01573729,408.04,19.3873670208,280.2276
9.51363,0,18.1,0,0.713,6.728,94.1,2.4961,24,666,20.2,6.68,18.71,14.9,90.5091557769,0.508369,45.265984,6.23051521,408.04,2.5845695967,350.0641
4.75237,0,18.1,0,0.713,6.525,86.5,2.4358,24,666,20.2,50.92,18.13,14.1,22.5850206169,0.508369,42.575625,5.93312164,408.04,7.13582511,328.6969
4.66883,0,18.1,0,0.713,5.976,87.9,2.5806,24,666,20.2,10.48,19.01,12.7,21.7979735689,0.508369,35.712576,6.65949636,408.04,3.2372828112,361.3801
8.20058,0,18.1,0,0.713,5.936,80.3,2.7792,24,666,20.2,3.5,16.94,13.5,67.2495123364,0.508369,35.236096,7.72395264,408.04,1.8708286934,286.9636
7.75223,0,18.1,0,0.713,6.301,83.7,2.7831,24,666,20.2,272.21,16.23,14.9,60.0970699729,0.508369,39.702601,7.74564561,408.04,16.4987878343,263.4129
6.80117,0,18.1,0,0.713,6.081,84.4,2.7175,24,666,20.2,396.9,14.7,20,46.2559133689,0.508369,36.978561,7.38480625,408.04,19.9223492591,216.09
4.81213,0,18.1,0,0.713,6.701,90,2.5975,24,666,20.2,255.23,16.42,16.4,23.1565951369,0.508369,44.903401,6.74700625,408.04,15.9759193789,269.6164
3.69311,0,18.1,0,0.713,6.376,88.4,2.5671,24,666,20.2,391.43,14.65,17.7,13.6390614721,0.508369,40.653376,6.59000241,408.04,19.7845899629,214.6225
6.65492,0,18.1,0,0.713,6.317,83,2.7344,24,666,20.2,396.9,13.99,19.5,44.2879602064,0.508369,39.904489,7.47694336,408.04,19.9223492591,195.7201
5.82115,0,18.1,0,0.713,6.513,89.9,2.8016,24,666,20.2,393.82,10.29,20.2,33.8857873225,0.508369,42.419169,7.84896256,408.04,19.8448985888,105.8841
7.83932,0,18.1,0,0.655,6.209,65.4,2.9634,24,666,20.2,396.9,13.22,21.4,61.4549380624,0.429025,38.551681,8.78173956,408.04,19.9223492591,174.7684
3.1636,0,18.1,0,0.655,5.759,48.2,3.0665,24,666,20.2,334.4,14.13,19.9,10.00836496,0.429025,33.166081,9.40342225,408.04,18.2866071211,199.6569
3.77498,0,18.1,0,0.655,5.952,84.7,2.8715,24,666,20.2,22.01,17.15,19,14.2504740004,0.429025,35.426304,8.24551225,408.04,4.6914816423,294.1225
4.42228,0,18.1,0,0.584,6.003,94.5,2.5403,24,666,20.2,331.29,21.32,19.1,19.5565603984,0.341056,36.036009,6.45312409,408.04,18.2013735745,454.5424
15.5757,0,18.1,0,0.58,5.926,71,2.9084,24,666,20.2,368.74,18.13,19.1,242.60243049,0.3364,35.117476,8.45879056,408.04,19.2026039901,328.6969
13.0751,0,18.1,0,0.58,5.713,56.7,2.8237,24,666,20.2,396.9,14.76,20.1,170.95824001,0.3364,32.638369,7.97328169,408.04,19.9223492591,217.8576
4.34879,0,18.1,0,0.58,6.167,84,3.0334,24,666,20.2,396.9,16.29,19.9,18.9119744641,0.3364,38.031889,9.20151556,408.04,19.9223492591,265.3641
4.03841,0,18.1,0,0.532,6.229,90.7,3.0993,24,666,20.2,395.33,12.87,19.6,16.3087553281,0.283024,38.800441,9.60566049,408.04,19.8829072321,165.6369
3.56868,0,18.1,0,0.58,6.437,75,2.8965,24,666,20.2,393.37,14.36,23.2,12.7354769424,0.3364,41.434969,8.38971225,408.04,19.8335574217,206.2096
4.64689,0,18.1,0,0.614,6.98,67.6,2.5329,24,666,20.2,374.68,11.66,29.8,21.5935866721,0.376996,48.7204,6.41558241,408.04,19.3566526032,135.9556
8.05579,0,18.1,0,0.584,5.427,95.4,2.4298,24,666,20.2,352.58,18.14,13.8,64.8957525241,0.341056,29.452329,5.90392804,408.04,18.7771137292,329.0596
6.39312,0,18.1,0,0.584,6.162,97.4,2.206,24,666,20.2,302.76,24.1,13.3,40.8719833344,0.341056,37.970244,4.866436,408.04,17.4,580.81
